Customer_ID,Age,Gender,Region,Company_Size,Industry,Product_Category,Annual_Spend,Number_of_Orders,Average_Order_Value,Recency_Days,Purchase_Frequency,Preferred_Product,Customer_Tenure_Months
CUST0220,30.0,Male,Hyderabad,Small,Automotive,Robotics,241314.66,4,60328.67,108,0.333,Industrial Robot,25
CUST0221,45.0,Male,Chennai,Small,Warehouse & Logistics,Control,102062.77,4,25515.69,65,0.333,HMI,37
CUST0222,29.0,Male,Bengaluru,Small,Pharmaceutical,Sensors,113599.47,3,37866.49,103,0.25,Ultrasonic Sensor,3
CUST0223,47.0,Male,Coimbatore,Large,Pharmaceutical,Motion Control,280802.71,7,40114.67,180,0.583,Servo Drive,72
CUST0224,46.0,Female,Hyderabad,Large,Pharmaceutical,End Effectors,275870.27,3,91956.76,27,0.25,Robotic Gripper,57
CUST0225,50.0,Male,Hyderabad,Medium,Food Processing,Mobile Robotics,630883.57,8,78860.45,51,0.667,AMR,43
CUST0226,40.0,Female,Hyderabad,Medium,Automotive,End Effectors,149791.93,5,29958.39,42,0.417,Robotic Gripper,34
CUST0227,51.0,Female,Coimbatore,Large,Electronics,Control,186385.57,5,37277.11,55,0.417,HMI,60
CUST0228,46.0,Female,Pune,Large,Manufacturing,Motion Control,283473.89,8,35434.24,81,0.667,Servo Drive,42
CUST0229,43.0,Male,Chennai,Medium,General Engineering,Robotics,614955.78,5,122991.16,10,0.417,Robot Controller,34
CUST0230,38.0,Male,Bengaluru,Medium,Automotive,Robotics,405577.09,7,57939.58,29,0.583,Robot Controller,23
CUST0231,33.0,Male,Ahmedabad,Small,Automotive,Motion Control,95088.16,6,15848.03,39,0.5,Servo Motor,25
CUST0232,38.0,Male,Hyderabad,Small,Automotive,Robotics,390180.54,2,195090.27,12,0.167,SCARA Robot,35
CUST0233,33.0,Female,Hyderabad,Large,Warehouse & Logistics,End Effectors,264629.11,4,66157.28,17,0.333,Vacuum Gripper,62
CUST0234,39.0,Female,Pune,Small,Automotive,Sensors,72484.84,2,36242.42,24,0.167,Proximity Sensor,26
CUST0235,46.0,Male,Pune,Medium,Warehouse & Logistics,Control,172421.69,3,57473.9,119,0.25,HMI,20
CUST0236,48.0,Female,Mumbai,Large,Pharmaceutical,End Effectors,253732.24,9,28192.47,10,0.75,Vacuum Gripper,26
CUST0237,37.0,Female,Pune,Medium,General Engineering,Motion Control,217411.18,7,31058.74,166,0.583,Servo Drive,17
CUST0238,23.0,Male,Bengaluru,Medium,Food Processing,End Effectors,125989.28,6,20998.21,50,0.5,Vacuum Gripper,57
CUST0239,34.0,Male,Bengaluru,Large,General Engineering,End Effectors,239389.63,6,39898.27,89,0.5,Robotic Gripper,36
CUST0240,26.0,Male,Bengaluru,Medium,Food Processing,Mobile Robotics,356398.61,4,89099.65,92,0.333,AMR,13
CUST0241,23.0,Male,Hyderabad,Large,Warehouse & Logistics,Control,272657.91,10,27265.79,139,0.833,PLC,58
CUST0242,40.0,Male,Mumbai,Medium,Automotive,Robotics,454492.66,6,75748.78,83,0.5,SCARA Robot,45
CUST0243,31.0,Female,Chennai,Medium,Warehouse & Logistics,Sensors,91670.85,6,15278.47,27,0.5,Ultrasonic Sensor,20
CUST0244,33.0,Female,Pune,Medium,Electronics,Control,125716.27,6,20952.71,4,0.5,HMI,36
CUST0245,40.0,Male,Pune,Large,Textile,Motion Control,374138.05,8,46767.26,14,0.667,Servo Motor,62
CUST0246,35.0,Male,Delhi NCR,Small,Electronics,Robotics,368425.01,4,92106.25,165,0.333,Collaborative Robot,20
CUST0247,41.0,Male,Pune,Medium,Pharmaceutical,End Effectors,81526.05,4,20381.51,51,0.333,Vacuum Gripper,45
CUST0248,41.0,Male,Coimbatore,Large,Manufacturing,Motion Control,356681.83,4,89170.46,98,0.333,Servo Drive,23
CUST0249,33.0,Male,Bengaluru,Medium,Warehouse & Logistics,Robotics,451470.12,5,90294.02,22,0.417,Industrial Robot,20
CUST0250,53.0,Female,Chennai,Medium,Textile,Machine Vision,288493.45,8,36061.68,81,0.667,Machine Vision Camera,32
CUST0251,48.0,Female,Pune,Medium,Pharmaceutical,Control,177555.41,6,29592.57,44,0.5,HMI,54
CUST0252,35.0,Male,Bengaluru,Medium,General Engineering,Robotics,783564.7,5,156712.94,62,0.417,Industrial Robot,33
CUST0253,37.0,Female,Pune,Medium,Pharmaceutical,Motion Control,239687.11,5,47937.42,53,0.417,Servo Motor,29
CUST0254,30.0,Male,Coimbatore,Large,Electronics,Control,312788.66,6,52131.44,55,0.5,PLC,40
CUST0255,46.0,Male,Pune,Small,General Engineering,Robotics,281904.54,3,93968.18,116,0.25,Industrial Robot,3
CUST0256,36.0,Male,Chennai,Medium,Automotive,Sensors,181329.21,4,45332.3,58,0.333,LiDAR Sensor,20
CUST0257,43.0,Male,Chennai,Medium,Automotive,Sensors,128635.99,7,18376.57,29,0.583,Proximity Sensor,23
CUST0258,38.0,Male,Bengaluru,Large,Pharmaceutical,Robotics,717693.24,7,102527.61,63,0.583,SCARA Robot,53
CUST0259,38.0,Male,Delhi NCR,Small,Manufacturing,Control,22485.83,3,7495.28,37,0.25,HMI,24
CUST0260,49.0,Male,Mumbai,Small,Manufacturing,Control,157747.58,7,22535.37,35,0.583,PLC,14
CUST0261,37.0,Male,Chennai,Small,Textile,Mobile Robotics,232308.28,3,77436.09,16,0.25,AGV,31
CUST0262,26.0,Male,Delhi NCR,Small,Textile,Sensors,67674.95,4,16918.74,30,0.333,LiDAR Sensor,8
CUST0263,53.0,Female,Delhi NCR,Small,Food Processing,End Effectors,104676.91,3,34892.3,16,0.25,Vacuum Gripper,3
CUST0264,47.0,Female,Delhi NCR,Large,Textile,Robotics,793108.69,8,99138.59,80,0.667,Robot Controller,33
CUST0265,32.0,Male,Chennai,Large,Automotive,Mobile Robotics,713856.4,5,142771.28,59,0.417,AGV,20
CUST0266,29.0,Male,Pune,Medium,Electronics,Machine Vision,402252.29,10,40225.23,29,0.833,Machine Vision Camera,32
CUST0267,23.0,Male,Delhi NCR,Medium,General Engineering,Control,246576.86,4,61644.21,16,0.333,HMI,59
CUST0268,53.0,Male,Hyderabad,Small,Food Processing,Robotics,329852.05,5,65970.41,6,0.417,Industrial Robot,14
CUST0269,37.0,Female,Hyderabad,Medium,Warehouse & Logistics,Mobile Robotics,329736.16,6,54956.03,31,0.5,AMR,40
CUST0270,39.0,Female,Chennai,Small,Warehouse & Logistics,Sensors,98705.34,6,16450.89,127,0.5,Ultrasonic Sensor,49
CUST0271,30.0,Male,Delhi NCR,Large,Manufacturing,Robotics,1103300.55,8,137912.57,99,0.667,Industrial Robot,48
CUST0272,44.0,Male,Pune,Medium,Electronics,Control,99846.79,5,19969.36,43,0.417,HMI,28
CUST0273,39.0,Male,Chennai,Small,Electronics,End Effectors,73535.0,2,36767.5,171,0.167,Vacuum Gripper,9
CUST0274,29.0,Male,Pune,Small,Pharmaceutical,Machine Vision,70731.89,4,17682.97,38,0.333,Machine Vision Camera,9
CUST0275,41.0,Male,Coimbatore,Large,Food Processing,Machine Vision,444417.96,5,88883.59,60,0.417,Machine Vision Camera,30
CUST0276,40.0,Female,Chennai,Small,Automotive,Control,175490.91,2,87745.46,112,0.167,PLC,21
CUST0277,42.0,Female,Bengaluru,Small,Pharmaceutical,Sensors,138033.6,3,46011.2,55,0.25,Ultrasonic Sensor,9
CUST0278,33.0,Male,Pune,Small,Pharmaceutical,Sensors,15000.0,5,3000.0,76,0.417,Ultrasonic Sensor,13
CUST0279,34.0,Male,Bengaluru,Small,Pharmaceutical,Motion Control,154995.17,5,30999.03,43,0.417,Servo Drive,14
CUST0280,49.0,Male,Ahmedabad,Small,Warehouse & Logistics,Robotics,171863.29,4,42965.82,74,0.333,Industrial Robot,24
CUST0281,31.0,Male,Hyderabad,Small,General Engineering,Control,114380.29,4,28595.07,29,0.333,PLC,3
CUST0282,45.0,Male,Pune,Medium,Automotive,Sensors,22611.44,5,4522.29,30,0.417,Proximity Sensor,23
CUST0283,28.0,Female,Coimbatore,Small,Warehouse & Logistics,Control,190755.95,4,47688.99,143,0.333,HMI,4
CUST0284,28.0,Female,Chennai,Large,Pharmaceutical,Sensors,189781.62,9,21086.85,37,0.75,Proximity Sensor,24
CUST0285,52.0,Male,Chennai,Large,Electronics,End Effectors,245860.12,2,122930.06,29,0.167,Vacuum Gripper,38
CUST0286,39.0,Male,Pune,Medium,Warehouse & Logistics,Machine Vision,325004.68,8,40625.58,22,0.667,Machine Vision Camera,35
CUST0287,41.0,Male,Bengaluru,Small,Pharmaceutical,End Effectors,83936.05,1,83936.05,28,0.083,Vacuum Gripper,31
CUST0288,34.0,Male,Ahmedabad,Medium,General Engineering,Sensors,138475.13,6,23079.19,41,0.5,Ultrasonic Sensor,13
CUST0289,34.0,Female,Delhi NCR,Medium,General Engineering,Sensors,111667.39,6,18611.23,61,0.5,Proximity Sensor,24
CUST0290,42.0,Male,Delhi NCR,Small,Textile,Robotics,151936.36,3,50645.45,30,0.25,Collaborative Robot,24
CUST0291,41.0,Male,Pune,Small,Warehouse & Logistics,End Effectors,109277.32,4,27319.33,21,0.333,Robotic Gripper,22
CUST0292,36.0,Male,Mumbai,Large,Electronics,Mobile Robotics,776109.18,9,86234.35,68,0.75,AGV,53
CUST0293,44.0,Male,Chennai,Small,General Engineering,End Effectors,98491.47,3,32830.49,62,0.25,Vacuum Gripper,8
CUST0294,44.0,Male,Coimbatore,Large,Automotive,Sensors,169868.23,7,24266.89,64,0.583,Ultrasonic Sensor,63
CUST0295,37.0,Male,Mumbai,Small,Warehouse & Logistics,Robotics,391162.8,2,195581.4,19,0.167,SCARA Robot,3
CUST0296,45.0,Female,Ahmedabad,Medium,Pharmaceutical,End Effectors,157314.87,4,39328.72,37,0.333,Vacuum Gripper,32
CUST0297,29.0,Female,Chennai,Large,Electronics,Machine Vision,552952.21,7,78993.17,156,0.583,Machine Vision Camera,49
CUST0298,31.0,Male,Pune,Small,Food Processing,Motion Control,222504.94,3,74168.31,19,0.25,Servo Drive,3
CUST0299,41.0,Female,Chennai,Medium,Food Processing,Sensors,95993.87,5,19198.77,57,0.417,Ultrasonic Sensor,19
CUST0300,29.0,Male,Coimbatore,Large,Automotive,End Effectors,189480.79,9,21053.42,33,0.75,Robotic Gripper,58
CUST0301,42.0,Male,Coimbatore,Medium,Manufacturing,Sensors,103794.5,4,25948.62,27,0.333,Ultrasonic Sensor,26
CUST0302,42.0,Female,Chennai,Medium,Pharmaceutical,Motion Control,287513.92,7,41073.42,34,0.583,Servo Motor,39
CUST0303,41.0,Male,Delhi NCR,Medium,Manufacturing,Robotics,572519.37,4,143129.84,26,0.333,Robot Controller,52
CUST0304,45.0,Male,Hyderabad,Large,Food Processing,Sensors,228686.46,18,12704.8,20,1.5,Ultrasonic Sensor,72
CUST0305,35.0,Male,Chennai,Medium,Warehouse & Logistics,End Effectors,139076.08,5,27815.22,35,0.417,Robotic Gripper,17
CUST0306,40.0,Male,Bengaluru,Large,Automotive,Robotics,510137.46,3,170045.82,20,0.25,Robot Controller,26
CUST0307,29.0,Female,Chennai,Small,Manufacturing,Mobile Robotics,403880.12,4,100970.03,78,0.333,AMR,8
CUST0308,54.0,Female,Pune,Small,Textile,Control,164520.01,5,32904.0,67,0.417,PLC,3
CUST0309,33.0,Male,Pune,Medium,Warehouse & Logistics,Robotics,564381.07,7,80625.87,16,0.583,Industrial Robot,23
CUST0310,42.0,Male,Mumbai,Medium,Pharmaceutical,End Effectors,165802.07,1,165802.07,60,0.083,Vacuum Gripper,31
CUST0311,39.0,Male,Hyderabad,Small,General Engineering,Mobile Robotics,15000.0,3,5000.0,12,0.25,AGV,8
CUST0312,46.0,Female,Hyderabad,Small,Automotive,Motion Control,189101.55,4,47275.39,44,0.333,Servo Motor,43
CUST0313,37.0,Female,Coimbatore,Large,Food Processing,End Effectors,269039.09,6,44839.85,18,0.5,Robotic Gripper,58
CUST0314,31.0,Male,Delhi NCR,Small,Manufacturing,Robotics,260310.74,4,65077.69,36,0.333,Industrial Robot,18
CUST0315,41.0,Male,Pune,Small,Pharmaceutical,Sensors,53522.38,5,10704.48,32,0.417,Ultrasonic Sensor,12
CUST0316,31.0,Male,Pune,Small,Food Processing,End Effectors,173198.97,3,57732.99,72,0.25,Robotic Gripper,9
CUST0317,55.0,Female,Pune,Small,Manufacturing,Machine Vision,132204.4,3,44068.13,113,0.25,Machine Vision Camera,29
CUST0318,37.0,Male,Chennai,Large,Automotive,Mobile Robotics,627516.57,6,104586.09,48,0.5,AGV,54
CUST0319,34.0,Female,Hyderabad,Medium,General Engineering,Sensors,161042.43,9,17893.6,3,0.75,Ultrasonic Sensor,34
CUST0320,32.0,Male,Bengaluru,Large,General Engineering,Robotics,908304.57,3,302768.19,90,0.25,SCARA Robot,49
CUST0321,39.0,Male,Delhi NCR,Large,General Engineering,Sensors,156969.4,8,19621.18,40,0.667,Proximity Sensor,27
CUST0322,51.0,Female,Coimbatore,Large,Pharmaceutical,Sensors,273736.59,2,136868.3,58,0.167,Proximity Sensor,49
CUST0323,40.0,Male,Chennai,Small,Electronics,Robotics,15000.0,4,3750.0,74,0.333,Collaborative Robot,28
CUST0324,39.0,Male,Bengaluru,Large,Textile,Robotics,918380.48,8,114797.56,109,0.667,Robot Controller,33
CUST0325,30.0,Male,Hyderabad,Large,Automotive,End Effectors,200906.01,8,25113.25,21,0.667,Vacuum Gripper,57
CUST0326,34.0,Male,Coimbatore,Small,Electronics,Motion Control,217659.62,4,54414.91,9,0.333,Servo Motor,17
CUST0327,32.0,Male,Chennai,Medium,Manufacturing,Motion Control,215301.16,3,71767.05,57,0.25,Servo Drive,35
CUST0328,40.0,Male,Bengaluru,Medium,Automotive,Machine Vision,255602.13,5,51120.43,20,0.417,Machine Vision Camera,38
CUST0329,35.0,Male,Chennai,Medium,Electronics,Robotics,368686.17,5,73737.23,73,0.417,SCARA Robot,35
CUST0330,28.0,Male,Chennai,Small,Textile,Robotics,332750.57,2,166375.28,97,0.167,Robot Controller,31
CUST0331,36.0,Male,Chennai,Small,Pharmaceutical,Mobile Robotics,15000.0,6,2500.0,67,0.5,AMR,17
CUST0332,32.0,Male,Pune,Small,Warehouse & Logistics,Sensors,118814.52,3,39604.84,62,0.25,LiDAR Sensor,29
CUST0333,55.0,Male,Delhi NCR,Large,Electronics,Control,343371.54,6,57228.59,43,0.5,PLC,43
CUST0334,30.0,Male,Delhi NCR,Medium,Food Processing,Mobile Robotics,384824.33,8,48103.04,51,0.667,AMR,34
CUST0335,39.0,Male,Coimbatore,Small,Manufacturing,Sensors,119641.3,3,39880.43,113,0.25,Proximity Sensor,9
CUST0336,46.0,Female,Hyderabad,Small,General Engineering,Motion Control,95968.39,4,23992.1,16,0.333,Servo Drive,3
CUST0337,34.0,Male,Hyderabad,Small,Manufacturing,Mobile Robotics,86631.02,1,86631.02,68,0.083,AMR,36
CUST0338,46.0,Male,Pune,Large,General Engineering,Sensors,180345.53,9,20038.39,60,0.75,LiDAR Sensor,35
CUST0339,44.0,Female,Pune,Medium,Electronics,Sensors,165096.91,12,13758.08,42,1.0,Ultrasonic Sensor,62
CUST0340,62.0,Male,Bengaluru,Medium,Textile,Mobile Robotics,280812.28,8,35101.53,70,0.667,AGV,30
CUST0341,46.0,Male,Delhi NCR,Small,Textile,Mobile Robotics,15000.0,5,3000.0,25,0.417,AGV,33
CUST0342,49.0,Male,Chennai,Medium,Warehouse & Logistics,End Effectors,91451.08,4,22862.77,40,0.333,Vacuum Gripper,22
CUST0343,36.0,Male,Coimbatore,Medium,Food Processing,Motion Control,295775.99,5,59155.2,72,0.417,Servo Drive,14
CUST0344,38.0,Female,Bengaluru,Medium,Food Processing,Control,212726.96,5,42545.39,101,0.417,PLC,33
CUST0345,52.0,Male,Delhi NCR,Small,Automotive,Control,140325.37,2,70162.68,54,0.167,PLC,22
CUST0346,41.0,Male,Ahmedabad,Small,Textile,Sensors,87524.16,4,21881.04,74,0.333,Proximity Sensor,27
CUST0347,39.0,Male,Coimbatore,Small,Pharmaceutical,Sensors,76878.86,3,25626.29,43,0.25,LiDAR Sensor,3
CUST0348,53.0,Female,Delhi NCR,Medium,Warehouse & Logistics,Robotics,515222.28,3,171740.76,15,0.25,Collaborative Robot,42
CUST0349,40.0,Male,Pune,Large,Warehouse & Logistics,Motion Control,370593.42,8,46324.18,64,0.667,Servo Motor,56
CUST0350,38.0,Male,Hyderabad,Large,Manufacturing,Mobile Robotics,807318.57,9,89702.06,29,0.75,AGV,55
CUST0351,35.0,Female,Ahmedabad,Medium,Textile,Machine Vision,203738.57,4,50934.64,25,0.333,Machine Vision Camera,18
CUST0352,32.0,Male,Mumbai,Medium,Manufacturing,Control,147752.21,2,73876.11,113,0.167,HMI,22
CUST0353,47.0,Male,Delhi NCR,Small,Pharmaceutical,Motion Control,184105.55,4,46026.39,34,0.333,Servo Drive,29
CUST0354,34.0,Male,Hyderabad,Small,Automotive,Robotics,592082.16,3,197360.72,32,0.25,SCARA Robot,14
CUST0355,35.0,Male,Chennai,Medium,Warehouse & Logistics,Motion Control,177471.88,7,25353.13,137,0.583,Servo Motor,31
CUST0356,31.0,Female,Delhi NCR,Small,General Engineering,Sensors,68160.15,4,17040.04,67,0.333,LiDAR Sensor,19
CUST0357,46.0,Male,Delhi NCR,Small,Automotive,Robotics,262512.81,4,65628.2,50,0.333,Collaborative Robot,19
CUST0358,40.0,Male,Coimbatore,Large,Textile,Sensors,115084.16,9,12787.13,51,0.75,LiDAR Sensor,59
CUST0359,40.0,Male,Chennai,Small,Warehouse & Logistics,Robotics,272478.73,1,272478.73,35,0.083,Collaborative Robot,17
CUST0360,26.0,Male,Coimbatore,Large,Warehouse & Logistics,Sensors,123835.66,7,17690.81,77,0.583,Ultrasonic Sensor,30
