Customer_ID,Age,Gender,Region,Company_Size,Industry,Product_Category,Annual_Spend,Number_of_Orders,Average_Order_Value,Recency_Days,Purchase_Frequency,Preferred_Product,Customer_Tenure_Months,Cluster,Segment
CUST0172,41.0,Male,Bengaluru,Small,Food Processing,Mobile Robotics,174757.42,5,34951.484000000004,15,0.4166666666666667,AMR,26,0,Active Growth Customers
CUST0173,44.0,Male,Bengaluru,Medium,General Engineering,Control,248604.82,6,41434.136666666665,78,0.5,HMI,32,1,Low-Activity Customers
CUST0174,24.0,Male,Delhi NCR,Medium,Manufacturing,Robotics,617021.38,9,68557.93111111112,42,0.75,Collaborative Robot,8,3,Frequent Automation Buyers
CUST0175,33.0,Female,Chennai,Large,Automotive,Control,320451.91,7,45778.84428571428,55,0.5833333333333334,HMI,42,3,Frequent Automation Buyers
CUST0176,39.0,Male,Coimbatore,Medium,Automotive,Machine Vision,253976.53,2,126988.265,92,0.1666666666666666,Machine Vision Camera,36,2,High-Value Automation Customers
CUST0177,39.0,Male,Bengaluru,Small,Electronics,Machine Vision,290027.35,8,36253.41875,10,0.6666666666666666,Machine Vision Camera,13,3,Frequent Automation Buyers
CUST0178,27.0,Male,Coimbatore,Small,Warehouse & Logistics,Mobile Robotics,232924.27,3,77641.42333333332,73,0.25,AGV,30,0,Active Growth Customers
CUST0179,33.0,Male,Coimbatore,Large,Warehouse & Logistics,Mobile Robotics,479925.17,6,79987.52833333334,52,0.5,AGV,27,3,Frequent Automation Buyers
CUST0180,50.0,Male,Chennai,Small,Food Processing,Sensors,71937.26,2,35968.63,49,0.1666666666666666,Proximity Sensor,26,0,Active Growth Customers
CUST0181,38.0,Male,Bengaluru,Medium,Automotive,Robotics,724579.58,3,241526.52666666664,46,0.25,SCARA Robot,48,2,High-Value Automation Customers
CUST0182,38.0,Female,Delhi NCR,Large,Warehouse & Logistics,Sensors,193892.53,8,24236.56625,102,0.6666666666666666,LiDAR Sensor,32,3,Frequent Automation Buyers
CUST0183,25.0,Male,Bengaluru,Small,Manufacturing,Robotics,346307.45,6,57717.90833333333,37,0.5,Industrial Robot,12,0,Active Growth Customers
CUST0184,41.0,Male,Chennai,Medium,Food Processing,Mobile Robotics,334621.02,7,47803.00285714286,76,0.5833333333333334,AGV,22,3,Frequent Automation Buyers
CUST0185,35.0,Female,Delhi NCR,Medium,Manufacturing,Robotics,605090.18,4,151272.545,85,0.3333333333333333,Industrial Robot,37,2,High-Value Automation Customers
CUST0186,40.0,Female,Mumbai,Medium,Pharmaceutical,Control,175664.07,6,29277.345,19,0.5,HMI,38,0,Active Growth Customers
CUST0187,36.0,Male,Delhi NCR,Large,Manufacturing,Robotics,616894.57,5,123378.914,109,0.4166666666666667,Industrial Robot,38,2,High-Value Automation Customers
CUST0188,38.0,Female,Pune,Medium,Manufacturing,Mobile Robotics,463026.37,5,92605.274,47,0.4166666666666667,AGV,25,0,Active Growth Customers
CUST0189,33.0,Male,Coimbatore,Small,Pharmaceutical,Machine Vision,39689.25,6,6614.875,19,0.5,Machine Vision Camera,13,0,Active Growth Customers
CUST0190,38.0,Male,Chennai,Medium,Automotive,Sensors,56794.97,2,28397.485,46,0.1666666666666666,Proximity Sensor,42,0,Active Growth Customers
CUST0191,39.0,Female,Pune,Small,Food Processing,Machine Vision,326358.19,5,65271.638,27,0.4166666666666667,Machine Vision Camera,27,0,Active Growth Customers
CUST0192,43.0,Male,Pune,Medium,Pharmaceutical,Machine Vision,312757.54,5,62551.508,11,0.4166666666666667,Machine Vision Camera,34,0,Active Growth Customers
CUST0193,52.0,Male,Mumbai,Medium,Manufacturing,Robotics,532283.97,7,76040.56714285714,88,0.5833333333333334,SCARA Robot,25,3,Frequent Automation Buyers
CUST0194,37.0,Male,Bengaluru,Medium,Automotive,Robotics,570060.28,3,190020.0933333333,12,0.25,Collaborative Robot,20,2,High-Value Automation Customers
CUST0195,39.0,Male,Pune,Large,Food Processing,Machine Vision,479596.34,7,68513.76285714286,72,0.5833333333333334,Machine Vision Camera,64,3,Frequent Automation Buyers
CUST0196,46.0,Male,Pune,Medium,Textile,Machine Vision,208301.76,6,34716.96,24,0.5,Machine Vision Camera,15,0,Active Growth Customers
CUST0197,29.0,Male,Mumbai,Large,Automotive,Robotics,675766.27,7,96538.03857142858,87,0.5833333333333334,SCARA Robot,23,3,Frequent Automation Buyers
CUST0198,40.0,Male,Hyderabad,Small,Textile,Robotics,434747.91,4,108686.9775,47,0.3333333333333333,SCARA Robot,12,2,High-Value Automation Customers
CUST0199,47.0,Male,Delhi NCR,Small,Textile,Control,85480.14,3,28493.38,15,0.25,HMI,37,0,Active Growth Customers
CUST0200,34.0,Male,Chennai,Large,Warehouse & Logistics,Mobile Robotics,764229.94,10,76422.99399999999,70,0.8333333333333334,AGV,39,3,Frequent Automation Buyers
CUST0201,29.0,Male,Bengaluru,Medium,Manufacturing,Motion Control,197232.91,6,32872.151666666665,35,0.5,Servo Drive,14,0,Active Growth Customers
CUST0202,32.0,Female,Hyderabad,Medium,Food Processing,Motion Control,215449.69,4,53862.4225,26,0.3333333333333333,Servo Motor,20,0,Active Growth Customers
CUST0203,33.0,Male,Pune,Medium,Manufacturing,Sensors,74481.25,2,37240.625,22,0.1666666666666666,Proximity Sensor,52,0,Active Growth Customers
CUST0204,36.0,Male,Pune,Small,Automotive,End Effectors,37301.37,4,9325.3425,46,0.3333333333333333,Robotic Gripper,16,0,Active Growth Customers
CUST0205,38.0,Male,Pune,Large,General Engineering,Control,347341.7,7,49620.24285714286,100,0.5833333333333334,PLC,36,1,Low-Activity Customers
CUST0206,40.0,Female,Chennai,Medium,General Engineering,Sensors,194425.61,4,48606.4025,25,0.3333333333333333,LiDAR Sensor,31,0,Active Growth Customers
CUST0207,42.0,Male,Pune,Small,Food Processing,Robotics,256308.0,1,256308.0,36,0.0833333333333333,SCARA Robot,15,2,High-Value Automation Customers
CUST0208,30.0,Male,Bengaluru,Small,Pharmaceutical,Robotics,488735.92,2,244367.96,64,0.1666666666666666,Collaborative Robot,3,2,High-Value Automation Customers
CUST0209,42.0,Male,Bengaluru,Medium,Textile,Sensors,153121.24,7,21874.46285714285,75,0.5833333333333334,LiDAR Sensor,21,3,Frequent Automation Buyers
CUST0210,43.0,Female,Chennai,Medium,Food Processing,Motion Control,162077.22,8,20259.6525,165,0.6666666666666666,Servo Motor,22,1,Low-Activity Customers
CUST0211,37.0,Male,Ahmedabad,Medium,General Engineering,Mobile Robotics,574484.14,3,191494.7133333333,104,0.25,AGV,33,2,High-Value Automation Customers
CUST0212,33.0,Female,Coimbatore,Large,Electronics,End Effectors,183097.22,7,26156.74571428572,25,0.5833333333333334,Robotic Gripper,13,3,Frequent Automation Buyers
CUST0213,47.0,Male,Chennai,Medium,Pharmaceutical,Sensors,38383.42,5,7676.683999999999,87,0.4166666666666667,LiDAR Sensor,22,1,Low-Activity Customers
CUST0214,26.0,Male,Chennai,Small,Warehouse & Logistics,Mobile Robotics,227260.51,4,56815.1275,19,0.3333333333333333,AMR,19,0,Active Growth Customers
CUST0215,38.0,Female,Hyderabad,Medium,Warehouse & Logistics,End Effectors,168725.99,6,28120.998333333333,54,0.5,Robotic Gripper,46,0,Active Growth Customers
CUST0216,36.0,Male,Bengaluru,Small,General Engineering,Robotics,329241.82,8,41155.2275,55,0.6666666666666666,Collaborative Robot,14,3,Frequent Automation Buyers
CUST0217,26.0,Female,Ahmedabad,Medium,Warehouse & Logistics,Sensors,75437.67,5,15087.534,34,0.4166666666666667,Ultrasonic Sensor,36,0,Active Growth Customers
CUST0218,40.0,Male,Bengaluru,Small,Electronics,Control,95958.7,4,23989.675,105,0.3333333333333333,HMI,6,1,Low-Activity Customers
CUST0219,26.0,Female,Bengaluru,Medium,Automotive,Machine Vision,133870.18,5,26774.036,103,0.4166666666666667,Machine Vision Camera,24,1,Low-Activity Customers
CUST0220,30.0,Male,Hyderabad,Small,Automotive,Robotics,241314.66,4,60328.665,108,0.3333333333333333,Industrial Robot,25,1,Low-Activity Customers
CUST0221,45.0,Male,Chennai,Small,Warehouse & Logistics,Control,102062.77,4,25515.6925,65,0.3333333333333333,HMI,37,0,Active Growth Customers
CUST0222,29.0,Male,Bengaluru,Small,Pharmaceutical,Sensors,113599.47,3,37866.49,103,0.25,Ultrasonic Sensor,3,1,Low-Activity Customers
CUST0223,47.0,Male,Coimbatore,Large,Pharmaceutical,Motion Control,280802.71,7,40114.67285714286,180,0.5833333333333334,Servo Drive,72,1,Low-Activity Customers
CUST0224,46.0,Female,Hyderabad,Large,Pharmaceutical,End Effectors,275870.27,3,91956.75666666668,27,0.25,Robotic Gripper,57,0,Active Growth Customers
CUST0225,50.0,Male,Hyderabad,Medium,Food Processing,Mobile Robotics,630883.57,8,78860.44625,51,0.6666666666666666,AMR,43,3,Frequent Automation Buyers
CUST0226,40.0,Female,Hyderabad,Medium,Automotive,End Effectors,149791.93,5,29958.386,42,0.4166666666666667,Robotic Gripper,34,0,Active Growth Customers
CUST0227,51.0,Female,Coimbatore,Large,Electronics,Control,186385.57,5,37277.114,55,0.4166666666666667,HMI,60,0,Active Growth Customers
CUST0228,46.0,Female,Pune,Large,Manufacturing,Motion Control,283473.89,8,35434.23625,81,0.6666666666666666,Servo Drive,42,3,Frequent Automation Buyers
CUST0229,43.0,Male,Chennai,Medium,General Engineering,Robotics,614955.78,5,122991.156,10,0.4166666666666667,Robot Controller,34,2,High-Value Automation Customers
CUST0230,38.0,Male,Bengaluru,Medium,Automotive,Robotics,405577.09,7,57939.58428571429,29,0.5833333333333334,Robot Controller,23,3,Frequent Automation Buyers
CUST0231,33.0,Male,Ahmedabad,Small,Automotive,Motion Control,95088.16,6,15848.026666666668,39,0.5,Servo Motor,25,0,Active Growth Customers
CUST0232,38.0,Male,Hyderabad,Small,Automotive,Robotics,390180.54,2,195090.27,12,0.1666666666666666,SCARA Robot,35,2,High-Value Automation Customers
CUST0233,33.0,Female,Hyderabad,Large,Warehouse & Logistics,End Effectors,264629.11,4,66157.2775,17,0.3333333333333333,Vacuum Gripper,62,0,Active Growth Customers
CUST0234,39.0,Female,Pune,Small,Automotive,Sensors,72484.84,2,36242.42,24,0.1666666666666666,Proximity Sensor,26,0,Active Growth Customers
CUST0235,46.0,Male,Pune,Medium,Warehouse & Logistics,Control,172421.69,3,57473.89666666667,119,0.25,HMI,20,1,Low-Activity Customers
CUST0236,48.0,Female,Mumbai,Large,Pharmaceutical,End Effectors,253732.24,9,28192.47111111111,10,0.75,Vacuum Gripper,26,3,Frequent Automation Buyers
CUST0237,37.0,Female,Pune,Medium,General Engineering,Motion Control,217411.18,7,31058.74,166,0.5833333333333334,Servo Drive,17,1,Low-Activity Customers
CUST0238,23.0,Male,Bengaluru,Medium,Food Processing,End Effectors,125989.28,6,20998.213333333333,50,0.5,Vacuum Gripper,57,0,Active Growth Customers
CUST0239,34.0,Male,Bengaluru,Large,General Engineering,End Effectors,239389.63,6,39898.27166666667,89,0.5,Robotic Gripper,36,1,Low-Activity Customers
CUST0240,26.0,Male,Bengaluru,Medium,Food Processing,Mobile Robotics,356398.61,4,89099.6525,92,0.3333333333333333,AMR,13,1,Low-Activity Customers
CUST0241,23.0,Male,Hyderabad,Large,Warehouse & Logistics,Control,272657.91,10,27265.791,139,0.8333333333333334,PLC,58,3,Frequent Automation Buyers
CUST0242,40.0,Male,Mumbai,Medium,Automotive,Robotics,454492.66,6,75748.77666666666,83,0.5,SCARA Robot,45,1,Low-Activity Customers
CUST0243,31.0,Female,Chennai,Medium,Warehouse & Logistics,Sensors,91670.85,6,15278.475,27,0.5,Ultrasonic Sensor,20,0,Active Growth Customers
CUST0244,33.0,Female,Pune,Medium,Electronics,Control,125716.27,6,20952.711666666662,4,0.5,HMI,36,0,Active Growth Customers
CUST0245,40.0,Male,Pune,Large,Textile,Motion Control,374138.05,8,46767.25625,14,0.6666666666666666,Servo Motor,62,3,Frequent Automation Buyers
CUST0246,35.0,Male,Delhi NCR,Small,Electronics,Robotics,368425.01,4,92106.2525,165,0.3333333333333333,Collaborative Robot,20,1,Low-Activity Customers
CUST0247,41.0,Male,Pune,Medium,Pharmaceutical,End Effectors,81526.05,4,20381.5125,51,0.3333333333333333,Vacuum Gripper,45,0,Active Growth Customers
CUST0248,41.0,Male,Coimbatore,Large,Manufacturing,Motion Control,356681.83,4,89170.4575,98,0.3333333333333333,Servo Drive,23,1,Low-Activity Customers
CUST0249,33.0,Male,Bengaluru,Medium,Warehouse & Logistics,Robotics,451470.12,5,90294.024,22,0.4166666666666667,Industrial Robot,20,0,Active Growth Customers
CUST0250,53.0,Female,Chennai,Medium,Textile,Machine Vision,288493.45,8,36061.68125,81,0.6666666666666666,Machine Vision Camera,32,3,Frequent Automation Buyers
CUST0251,48.0,Female,Pune,Medium,Pharmaceutical,Control,177555.41,6,29592.568333333333,44,0.5,HMI,54,0,Active Growth Customers
CUST0252,35.0,Male,Bengaluru,Medium,General Engineering,Robotics,783564.7,5,156712.94,62,0.4166666666666667,Industrial Robot,33,2,High-Value Automation Customers
CUST0253,37.0,Female,Pune,Medium,Pharmaceutical,Motion Control,239687.11,5,47937.422,53,0.4166666666666667,Servo Motor,29,0,Active Growth Customers
CUST0254,30.0,Male,Coimbatore,Large,Electronics,Control,312788.66,6,52131.44333333333,55,0.5,PLC,40,0,Active Growth Customers
CUST0255,46.0,Male,Pune,Small,General Engineering,Robotics,281904.54,3,93968.18,116,0.25,Industrial Robot,3,1,Low-Activity Customers
CUST0256,36.0,Male,Chennai,Medium,Automotive,Sensors,181329.21,4,45332.3025,58,0.3333333333333333,LiDAR Sensor,20,0,Active Growth Customers
CUST0257,43.0,Male,Chennai,Medium,Automotive,Sensors,128635.99,7,18376.57,29,0.5833333333333334,Proximity Sensor,23,3,Frequent Automation Buyers
CUST0258,38.0,Male,Bengaluru,Large,Pharmaceutical,Robotics,717693.24,7,102527.60571428572,63,0.5833333333333334,SCARA Robot,53,3,Frequent Automation Buyers
CUST0259,38.0,Male,Delhi NCR,Small,Manufacturing,Control,22485.83,3,7495.276666666668,37,0.25,HMI,24,0,Active Growth Customers
CUST0260,49.0,Male,Mumbai,Small,Manufacturing,Control,157747.58,7,22535.36857142857,35,0.5833333333333334,PLC,14,3,Frequent Automation Buyers
CUST0261,37.0,Male,Chennai,Small,Textile,Mobile Robotics,232308.28,3,77436.09333333334,16,0.25,AGV,31,0,Active Growth Customers
CUST0262,26.0,Male,Delhi NCR,Small,Textile,Sensors,67674.95,4,16918.7375,30,0.3333333333333333,LiDAR Sensor,8,0,Active Growth Customers
CUST0263,53.0,Female,Delhi NCR,Small,Food Processing,End Effectors,104676.91,3,34892.30333333334,16,0.25,Vacuum Gripper,3,0,Active Growth Customers
CUST0264,47.0,Female,Delhi NCR,Large,Textile,Robotics,793108.69,8,99138.58625,80,0.6666666666666666,Robot Controller,33,3,Frequent Automation Buyers
CUST0265,32.0,Male,Chennai,Large,Automotive,Mobile Robotics,713856.4,5,142771.28,59,0.4166666666666667,AGV,20,2,High-Value Automation Customers
CUST0266,29.0,Male,Pune,Medium,Electronics,Machine Vision,402252.29,10,40225.229,29,0.8333333333333334,Machine Vision Camera,32,3,Frequent Automation Buyers
CUST0267,23.0,Male,Delhi NCR,Medium,General Engineering,Control,246576.86,4,61644.215,16,0.3333333333333333,HMI,59,0,Active Growth Customers
CUST0268,53.0,Male,Hyderabad,Small,Food Processing,Robotics,329852.05,5,65970.41,6,0.4166666666666667,Industrial Robot,14,0,Active Growth Customers
CUST0269,37.0,Female,Hyderabad,Medium,Warehouse & Logistics,Mobile Robotics,329736.16,6,54956.026666666665,31,0.5,AMR,40,0,Active Growth Customers
CUST0270,39.0,Female,Chennai,Small,Warehouse & Logistics,Sensors,98705.34,6,16450.89,127,0.5,Ultrasonic Sensor,49,1,Low-Activity Customers
CUST0271,30.0,Male,Delhi NCR,Large,Manufacturing,Robotics,1103300.55,8,137912.56875,99,0.6666666666666666,Industrial Robot,48,2,High-Value Automation Customers
CUST0272,44.0,Male,Pune,Medium,Electronics,Control,99846.79,5,19969.358,43,0.4166666666666667,HMI,28,0,Active Growth Customers
CUST0273,39.0,Male,Chennai,Small,Electronics,End Effectors,73535.0,2,36767.5,171,0.1666666666666666,Vacuum Gripper,9,1,Low-Activity Customers
CUST0274,29.0,Male,Pune,Small,Pharmaceutical,Machine Vision,70731.89,4,17682.9725,38,0.3333333333333333,Machine Vision Camera,9,0,Active Growth Customers
CUST0275,41.0,Male,Coimbatore,Large,Food Processing,Machine Vision,444417.96,5,88883.592,60,0.4166666666666667,Machine Vision Camera,30,0,Active Growth Customers
CUST0276,40.0,Female,Chennai,Small,Automotive,Control,175490.91,2,87745.455,112,0.1666666666666666,PLC,21,1,Low-Activity Customers
CUST0277,42.0,Female,Bengaluru,Small,Pharmaceutical,Sensors,138033.6,3,46011.2,55,0.25,Ultrasonic Sensor,9,0,Active Growth Customers
CUST0278,33.0,Male,Pune,Small,Pharmaceutical,Sensors,15000.0,5,3000.0,76,0.4166666666666667,Ultrasonic Sensor,13,0,Active Growth Customers
CUST0279,34.0,Male,Bengaluru,Small,Pharmaceutical,Motion Control,154995.17,5,30999.034000000003,43,0.4166666666666667,Servo Drive,14,0,Active Growth Customers
CUST0280,49.0,Male,Ahmedabad,Small,Warehouse & Logistics,Robotics,171863.29,4,42965.8225,74,0.3333333333333333,Industrial Robot,24,0,Active Growth Customers
CUST0281,31.0,Male,Hyderabad,Small,General Engineering,Control,114380.29,4,28595.0725,29,0.3333333333333333,PLC,3,0,Active Growth Customers
CUST0282,45.0,Male,Pune,Medium,Automotive,Sensors,22611.44,5,4522.288,30,0.4166666666666667,Proximity Sensor,23,0,Active Growth Customers
CUST0283,28.0,Female,Coimbatore,Small,Warehouse & Logistics,Control,190755.95,4,47688.9875,143,0.3333333333333333,HMI,4,1,Low-Activity Customers
CUST0284,28.0,Female,Chennai,Large,Pharmaceutical,Sensors,189781.62,9,21086.846666666665,37,0.75,Proximity Sensor,24,3,Frequent Automation Buyers
CUST0285,52.0,Male,Chennai,Large,Electronics,End Effectors,245860.12,2,122930.06,29,0.1666666666666666,Vacuum Gripper,38,2,High-Value Automation Customers
CUST0286,39.0,Male,Pune,Medium,Warehouse & Logistics,Machine Vision,325004.68,8,40625.585,22,0.6666666666666666,Machine Vision Camera,35,3,Frequent Automation Buyers
CUST0287,41.0,Male,Bengaluru,Small,Pharmaceutical,End Effectors,83936.05,1,83936.05,28,0.0833333333333333,Vacuum Gripper,31,0,Active Growth Customers
CUST0288,34.0,Male,Ahmedabad,Medium,General Engineering,Sensors,138475.13,6,23079.18833333333,41,0.5,Ultrasonic Sensor,13,0,Active Growth Customers
CUST0289,34.0,Female,Delhi NCR,Medium,General Engineering,Sensors,111667.39,6,18611.231666666667,61,0.5,Proximity Sensor,24,0,Active Growth Customers
CUST0290,42.0,Male,Delhi NCR,Small,Textile,Robotics,151936.36,3,50645.45333333333,30,0.25,Collaborative Robot,24,0,Active Growth Customers
CUST0291,41.0,Male,Pune,Small,Warehouse & Logistics,End Effectors,109277.32,4,27319.33,21,0.3333333333333333,Robotic Gripper,22,0,Active Growth Customers
CUST0292,36.0,Male,Mumbai,Large,Electronics,Mobile Robotics,776109.18,9,86234.35333333333,68,0.75,AGV,53,3,Frequent Automation Buyers
CUST0293,44.0,Male,Chennai,Small,General Engineering,End Effectors,98491.47,3,32830.49,62,0.25,Vacuum Gripper,8,0,Active Growth Customers
CUST0294,44.0,Male,Coimbatore,Large,Automotive,Sensors,169868.23,7,24266.890000000003,64,0.5833333333333334,Ultrasonic Sensor,63,3,Frequent Automation Buyers
CUST0295,37.0,Male,Mumbai,Small,Warehouse & Logistics,Robotics,391162.8,2,195581.4,19,0.1666666666666666,SCARA Robot,3,2,High-Value Automation Customers
CUST0296,45.0,Female,Ahmedabad,Medium,Pharmaceutical,End Effectors,157314.87,4,39328.7175,37,0.3333333333333333,Vacuum Gripper,32,0,Active Growth Customers
CUST0297,29.0,Female,Chennai,Large,Electronics,Machine Vision,552952.21,7,78993.17285714285,156,0.5833333333333334,Machine Vision Camera,49,1,Low-Activity Customers
CUST0298,31.0,Male,Pune,Small,Food Processing,Motion Control,222504.94,3,74168.31333333334,19,0.25,Servo Drive,3,0,Active Growth Customers
CUST0299,41.0,Female,Chennai,Medium,Food Processing,Sensors,95993.87,5,19198.774,57,0.4166666666666667,Ultrasonic Sensor,19,0,Active Growth Customers
CUST0300,29.0,Male,Coimbatore,Large,Automotive,End Effectors,189480.79,9,21053.42111111111,33,0.75,Robotic Gripper,58,3,Frequent Automation Buyers
CUST0301,42.0,Male,Coimbatore,Medium,Manufacturing,Sensors,103794.5,4,25948.625,27,0.3333333333333333,Ultrasonic Sensor,26,0,Active Growth Customers
CUST0302,42.0,Female,Chennai,Medium,Pharmaceutical,Motion Control,287513.92,7,41073.41714285714,34,0.5833333333333334,Servo Motor,39,3,Frequent Automation Buyers
CUST0303,41.0,Male,Delhi NCR,Medium,Manufacturing,Robotics,572519.37,4,143129.8425,26,0.3333333333333333,Robot Controller,52,2,High-Value Automation Customers
CUST0304,45.0,Male,Hyderabad,Large,Food Processing,Sensors,228686.46,18,12704.803333333331,20,1.5,Ultrasonic Sensor,72,3,Frequent Automation Buyers
CUST0305,35.0,Male,Chennai,Medium,Warehouse & Logistics,End Effectors,139076.08,5,27815.216,35,0.4166666666666667,Robotic Gripper,17,0,Active Growth Customers
CUST0306,40.0,Male,Bengaluru,Large,Automotive,Robotics,510137.46,3,170045.82,20,0.25,Robot Controller,26,2,High-Value Automation Customers
CUST0307,29.0,Female,Chennai,Small,Manufacturing,Mobile Robotics,403880.12,4,100970.03,78,0.3333333333333333,AMR,8,2,High-Value Automation Customers
CUST0308,54.0,Female,Pune,Small,Textile,Control,164520.01,5,32904.002,67,0.4166666666666667,PLC,3,0,Active Growth Customers
CUST0309,33.0,Male,Pune,Medium,Warehouse & Logistics,Robotics,564381.07,7,80625.86714285714,16,0.5833333333333334,Industrial Robot,23,3,Frequent Automation Buyers
CUST0310,42.0,Male,Mumbai,Medium,Pharmaceutical,End Effectors,165802.07,1,165802.07,60,0.0833333333333333,Vacuum Gripper,31,2,High-Value Automation Customers
CUST0311,39.0,Male,Hyderabad,Small,General Engineering,Mobile Robotics,15000.0,3,5000.0,12,0.25,AGV,8,0,Active Growth Customers
CUST0312,46.0,Female,Hyderabad,Small,Automotive,Motion Control,189101.55,4,47275.3875,44,0.3333333333333333,Servo Motor,43,0,Active Growth Customers
CUST0313,37.0,Female,Coimbatore,Large,Food Processing,End Effectors,269039.09,6,44839.848333333335,18,0.5,Robotic Gripper,58,0,Active Growth Customers
CUST0314,31.0,Male,Delhi NCR,Small,Manufacturing,Robotics,260310.74,4,65077.685,36,0.3333333333333333,Industrial Robot,18,0,Active Growth Customers
CUST0315,41.0,Male,Pune,Small,Pharmaceutical,Sensors,53522.38,5,10704.476,32,0.4166666666666667,Ultrasonic Sensor,12,0,Active Growth Customers
CUST0316,31.0,Male,Pune,Small,Food Processing,End Effectors,173198.97,3,57732.99,72,0.25,Robotic Gripper,9,0,Active Growth Customers
CUST0317,55.0,Female,Pune,Small,Manufacturing,Machine Vision,132204.4,3,44068.13333333333,113,0.25,Machine Vision Camera,29,1,Low-Activity Customers
CUST0318,37.0,Male,Chennai,Large,Automotive,Mobile Robotics,627516.57,6,104586.095,48,0.5,AGV,54,2,High-Value Automation Customers
CUST0319,34.0,Female,Hyderabad,Medium,General Engineering,Sensors,161042.43,9,17893.603333333333,3,0.75,Ultrasonic Sensor,34,3,Frequent Automation Buyers
CUST0320,32.0,Male,Bengaluru,Large,General Engineering,Robotics,908304.57,3,302768.19,90,0.25,SCARA Robot,49,2,High-Value Automation Customers
CUST0321,39.0,Male,Delhi NCR,Large,General Engineering,Sensors,156969.4,8,19621.175,40,0.6666666666666666,Proximity Sensor,27,3,Frequent Automation Buyers
CUST0322,51.0,Female,Coimbatore,Large,Pharmaceutical,Sensors,273736.59,2,136868.295,58,0.1666666666666666,Proximity Sensor,49,2,High-Value Automation Customers
CUST0323,40.0,Male,Chennai,Small,Electronics,Robotics,15000.0,4,3750.0,74,0.3333333333333333,Collaborative Robot,28,0,Active Growth Customers
CUST0324,39.0,Male,Bengaluru,Large,Textile,Robotics,918380.48,8,114797.56,109,0.6666666666666666,Robot Controller,33,3,Frequent Automation Buyers
CUST0325,30.0,Male,Hyderabad,Large,Automotive,End Effectors,200906.01,8,25113.25125,21,0.6666666666666666,Vacuum Gripper,57,3,Frequent Automation Buyers
CUST0326,34.0,Male,Coimbatore,Small,Electronics,Motion Control,217659.62,4,54414.905,9,0.3333333333333333,Servo Motor,17,0,Active Growth Customers
CUST0327,32.0,Male,Chennai,Medium,Manufacturing,Motion Control,215301.16,3,71767.05333333333,57,0.25,Servo Drive,35,0,Active Growth Customers
CUST0328,40.0,Male,Bengaluru,Medium,Automotive,Machine Vision,255602.13,5,51120.426,20,0.4166666666666667,Machine Vision Camera,38,0,Active Growth Customers
CUST0329,35.0,Male,Chennai,Medium,Electronics,Robotics,368686.17,5,73737.234,73,0.4166666666666667,SCARA Robot,35,0,Active Growth Customers
CUST0330,28.0,Male,Chennai,Small,Textile,Robotics,332750.57,2,166375.285,97,0.1666666666666666,Robot Controller,31,2,High-Value Automation Customers
CUST0331,36.0,Male,Chennai,Small,Pharmaceutical,Mobile Robotics,15000.0,6,2500.0,67,0.5,AMR,17,0,Active Growth Customers
CUST0332,32.0,Male,Pune,Small,Warehouse & Logistics,Sensors,118814.52,3,39604.84,62,0.25,LiDAR Sensor,29,0,Active Growth Customers
CUST0333,55.0,Male,Delhi NCR,Large,Electronics,Control,343371.54,6,57228.59,43,0.5,PLC,43,0,Active Growth Customers
CUST0334,30.0,Male,Delhi NCR,Medium,Food Processing,Mobile Robotics,384824.33,8,48103.04125,51,0.6666666666666666,AMR,34,3,Frequent Automation Buyers
CUST0335,39.0,Male,Coimbatore,Small,Manufacturing,Sensors,119641.3,3,39880.43333333333,113,0.25,Proximity Sensor,9,1,Low-Activity Customers
CUST0336,46.0,Female,Hyderabad,Small,General Engineering,Motion Control,95968.39,4,23992.0975,16,0.3333333333333333,Servo Drive,3,0,Active Growth Customers
CUST0337,34.0,Male,Hyderabad,Small,Manufacturing,Mobile Robotics,86631.02,1,86631.02,68,0.0833333333333333,AMR,36,0,Active Growth Customers
CUST0338,46.0,Male,Pune,Large,General Engineering,Sensors,180345.53,9,20038.39222222222,60,0.75,LiDAR Sensor,35,3,Frequent Automation Buyers
CUST0339,44.0,Female,Pune,Medium,Electronics,Sensors,165096.91,12,13758.075833333334,42,1.0,Ultrasonic Sensor,62,3,Frequent Automation Buyers
CUST0340,62.0,Male,Bengaluru,Medium,Textile,Mobile Robotics,280812.28,8,35101.535,70,0.6666666666666666,AGV,30,3,Frequent Automation Buyers
CUST0341,46.0,Male,Delhi NCR,Small,Textile,Mobile Robotics,15000.0,5,3000.0,25,0.4166666666666667,AGV,33,0,Active Growth Customers
CUST0342,49.0,Male,Chennai,Medium,Warehouse & Logistics,End Effectors,91451.08,4,22862.77,40,0.3333333333333333,Vacuum Gripper,22,0,Active Growth Customers
CUST0343,36.0,Male,Coimbatore,Medium,Food Processing,Motion Control,295775.99,5,59155.198,72,0.4166666666666667,Servo Drive,14,0,Active Growth Customers
CUST0344,38.0,Female,Bengaluru,Medium,Food Processing,Control,212726.96,5,42545.392,101,0.4166666666666667,PLC,33,1,Low-Activity Customers
CUST0345,52.0,Male,Delhi NCR,Small,Automotive,Control,140325.37,2,70162.685,54,0.1666666666666666,PLC,22,0,Active Growth Customers
CUST0346,41.0,Male,Ahmedabad,Small,Textile,Sensors,87524.16,4,21881.04,74,0.3333333333333333,Proximity Sensor,27,0,Active Growth Customers
